type;temps;clock;fen
debut;1637181291558157;1756;0
fenetre;1637181291559049;1899;1
fenetre;1637181291559242;1945;2
fenetre;1637181291559464;1964;3
fenetre;1637181291559504;2004;4
fenetre;1637181291559728;2020;5
fenetre;1637181291559736;2028;6
fenetre;1637181291559740;2032;7
fenetre;1637181291559796;2089;8
fenetre;1637181291559951;2110;9
fenetre;1637181291559982;2125;10
fenetre;1637181291560031;2135;11
fenetre;1637181291560037;2141;12
fenetre;1637181291560105;2149;13
fenetre;1637181291560110;2153;14
fenetre;1637181291560113;2157;15
fenetre;1637181291560216;2260;16
fenetre;1637181291560303;2271;17
fenetre;1637181291560326;2282;18
fenetre;1637181291560359;2296;19
fenetre;1637181291560389;2312;20
fenetre;1637181291560408;2322;21
fenetre;1637181291560437;2335;22
fenetre;1637181291560469;2345;23
fenetre;1637181291560492;2353;24
fenetre;1637181291560522;2368;25
fenetre;1637181291560546;2380;26
fenetre;1637181291560573;2390;27
fenetre;1637181291560599;2400;28
fenetre;1637181291560636;2414;29
fenetre;1637181291560644;2422;30
fenetre;1637181291560662;2434;31
fenetre;1637181291560970;2689;32
fenetre;1637181291560982;2701;33
fenetre;1637181291560987;2706;34
fenetre;1637181291560991;2710;35
fenetre;1637181291560995;2713;36
fenetre;1637181291561022;2723;37
fenetre;1637181291561037;2732;38
fenetre;1637181291561072;2741;39
fenetre;1637181291561194;2763;40
fenetre;1637181291561202;2772;41
fenetre;1637181291561207;2776;42
fenetre;1637181291561210;2779;43
fenetre;1637181291561245;2789;44
fenetre;1637181291561272;2800;45
fenetre;1637181291561304;2816;46
fenetre;1637181291561349;2830;47
fenetre;1637181291561357;2837;48
fenetre;1637181291561387;2845;49
fenetre;1637181291561412;2853;50
fenetre;1637181291561449;2867;51
fenetre;1637181291561466;2877;52
fenetre;1637181291561505;2888;53
fenetre;1637181291561527;2901;54
fenetre;1637181291561558;2913;55
fenetre;1637181291561593;2930;56
fenetre;1637181291561618;2942;57
fenetre;1637181291561644;2954;58
fenetre;1637181291561672;2967;59
fenetre;1637181291561697;2980;60
fenetre;1637181291561727;2995;61
fenetre;1637181291561740;3008;62
fenetre;1637181291561753;3018;63
fenetre;1637181291562229;3484;64
fenetre;1637181291562239;3494;65
fenetre;1637181291562243;3497;66
fenetre;1637181291562246;3502;67
fenetre;1637181291562250;3505;68
fenetre;1637181291562254;3508;69
fenetre;1637181291562258;3514;70
fenetre;1637181291562263;3518;71
fenetre;1637181291562267;3521;72
fenetre;1637181291562270;3525;73
fenetre;1637181291562274;3529;74
fenetre;1637181291562277;3532;75
fenetre;1637181291562281;3536;76
fenetre;1637181291562284;3539;77
fenetre;1637181291562288;3543;78
fenetre;1637181291562298;3550;79
fenetre;1637181291562328;3560;80
fenetre;1637181291562358;3570;81
fenetre;1637181291562378;3578;82
fenetre;1637181291562403;3587;83
fenetre;1637181291562429;3596;84
fenetre;1637181291562456;3605;85
fenetre;1637181291562480;3612;86
fenetre;1637181291562509;3621;87
fenetre;1637181291562554;3630;88
fenetre;1637181291562571;3638;89
fenetre;1637181291562600;3649;90
fenetre;1637181291562630;3660;91
fenetre;1637181291562648;3668;92
fenetre;1637181291562680;3678;93
fenetre;1637181291562711;3696;94
fenetre;1637181291562738;3707;95
fenetre;1637181291562763;3717;96
fenetre;1637181291562788;3725;97
fenetre;1637181291562816;3734;98
fenetre;1637181291562855;3743;99
ecn;1637181291562870;3750;0
fenetre;1637181291563436;4317;89
fenetre;1637181291563441;4321;90
fenetre;1637181291563445;4326;91
fenetre;1637181291563449;4329;92
fenetre;1637181291563452;4333;93
fenetre;1637181291563458;4337;94
fenetre;1637181291563462;4342;95
fenetre;1637181291563465;4345;96
fenetre;1637181291563480;4351;97
fenetre;1637181291563505;4359;98
fenetre;1637181291563532;4367;99
timeout;1637181292563941;4387;0
fenetre;1637181292565103;5492;49
fenetre;1637181292565122;5511;50
fenetre;1637181292565130;5520;51
fenetre;1637181292565138;5527;52
fenetre;1637181292565172;5555;53
fenetre;1637181292565194;5576;54
fenetre;1637181292565206;5587;55
fenetre;1637181292565216;5598;56
fenetre;1637181292565227;5608;57
fenetre;1637181292565237;5619;58
fenetre;1637181292565247;5629;59
fenetre;1637181292565423;5676;60
fenetre;1637181292565555;5808;61
fenetre;1637181292565564;5817;62
fenetre;1637181292565572;5826;63
fenetre;1637181292565644;5845;64
fenetre;1637181292565702;5873;65
fenetre;1637181292565740;5898;66
fenetre;1637181292565792;5930;67
fenetre;1637181292565826;5952;68
fenetre;1637181292565927;5996;69
fenetre;1637181292565964;6029;70
fenetre;1637181292566008;6067;71
fenetre;1637181292566056;6087;72
fenetre;1637181292566102;6107;73
fenetre;1637181292566163;6144;74
fenetre;1637181292566186;6167;75
fenetre;1637181292566253;6191;76
fenetre;1637181292566293;6210;77
fenetre;1637181292566356;6240;78
fenetre;1637181292566379;6263;79
fenetre;1637181292566506;6287;80
fenetre;1637181292566520;6301;81
fenetre;1637181292566555;6330;82
fenetre;1637181292566569;6344;83
fenetre;1637181292566628;6359;84
fenetre;1637181292566663;6383;85
fenetre;1637181292566707;6402;86
fenetre;1637181292566763;6424;87
fenetre;1637181292566819;6449;88
fenetre;1637181292566864;6486;89
fenetre;1637181292566900;6506;90
fenetre;1637181292566961;6537;91
fenetre;1637181292567030;6576;92
fenetre;1637181292567045;6590;93
fenetre;1637181292567082;6607;94
fenetre;1637181292567090;6614;95
fenetre;1637181292567168;6628;96
fenetre;1637181292567176;6635;97
fenetre;1637181292568137;7597;98
fenetre;1637181292568145;7605;99
fenetre;1637181292568152;7612;100
fenetre;1637181292568158;7617;101
fenetre;1637181292568163;7622;102
fenetre;1637181292568168;7628;103
fenetre;1637181292568173;7633;104
fenetre;1637181292568178;7638;105
fenetre;1637181292568183;7642;106
fenetre;1637181292568189;7648;107
fenetre;1637181292568193;7653;108
fenetre;1637181292568198;7658;109
fenetre;1637181292568203;7662;110
fenetre;1637181292568210;7669;111
fenetre;1637181292568215;7674;112
fenetre;1637181292568219;7679;113
fenetre;1637181292568259;7689;114
fenetre;1637181292568291;7703;115
fenetre;1637181292568323;7716;116
fenetre;1637181292568374;7728;117
fenetre;1637181292568412;7744;118
fenetre;1637181292568449;7759;119
fenetre;1637181292568483;7770;120
fenetre;1637181292568525;7783;121
fenetre;1637181292568559;7794;122
fenetre;1637181292568600;7805;123
fenetre;1637181292568634;7816;124
fenetre;1637181292568673;7828;125
fenetre;1637181292568708;7838;126
fenetre;1637181292568763;7853;127
fenetre;1637181292568851;7880;128
fenetre;1637181292568917;7900;129
fenetre;1637181292568970;7917;130
fenetre;1637181292569011;7939;131
fenetre;1637181292569048;7957;132
fenetre;1637181292569072;7969;133
fenetre;1637181292569116;7980;134
fenetre;1637181292569141;7988;135
fenetre;1637181292569184;8003;136
fenetre;1637181292569224;8018;137
fenetre;1637181292569248;8028;138
fenetre;1637181292569336;8043;139
fenetre;1637181292569345;8052;140
fenetre;1637181292569350;8057;141
fenetre;1637181292569391;8067;142
fenetre;1637181292569438;8078;143
fenetre;1637181292569462;8089;144
fenetre;1637181292569496;8101;145
fenetre;1637181292569553;8111;146
fenetre;1637181292569590;8121;147
fenetre;1637181292569613;8131;148
fenetre;1637181292569642;8142;149
fenetre;1637181292569679;8157;150
ecn;1637181292569693;8170;0
fenetre;1637181292570826;9304;135
fenetre;1637181292570834;9312;136
fenetre;1637181292570840;9317;137
timeout;1637181293572541;9344;0
fenetre;1637181293573715;10515;68
timeout;1637181294578112;10532;0
fenetre;1637181294578382;10803;34
fenetre;1637181294578411;10821;35
fenetre;1637181294578475;10842;36
fenetre;1637181294578510;10856;37
fenetre;1637181294578528;10865;38
fenetre;1637181294578569;10880;39
fenetre;1637181294578610;10897;40
fenetre;1637181294578636;10914;41
fenetre;1637181294578670;10931;42
fenetre;1637181294578702;10949;43
fenetre;1637181294578721;10962;44
fenetre;1637181294578746;10971;45
fenetre;1637181294578786;10985;46
fenetre;1637181294578827;11008;47
fenetre;1637181294578835;11015;48
fenetre;1637181294578866;11026;49
fenetre;1637181294578899;11036;50
fenetre;1637181294578906;11043;51
fenetre;1637181294578945;11054;52
fenetre;1637181294578973;11067;53
fenetre;1637181294578995;11080;54
fenetre;1637181294579026;11093;55
fenetre;1637181294579047;11101;56
fenetre;1637181294579081;11111;57
fenetre;1637181294579120;11150;58
fenetre;1637181294579133;11159;59
fenetre;1637181294579160;11168;60
fenetre;1637181294579189;11179;61
fenetre;1637181294579217;11189;62
fenetre;1637181294579244;11199;63
fenetre;1637181294579271;11209;64
fenetre;1637181294579296;11218;65
fenetre;1637181294579318;11232;66
fenetre;1637181294579327;11241;67
fenetre;1637181294579800;11704;68
fenetre;1637181294579807;11711;69
fenetre;1637181294579811;11715;70
fenetre;1637181294579815;11719;71
fenetre;1637181294579818;11723;72
fenetre;1637181294579822;11726;73
fenetre;1637181294579826;11730;74
fenetre;1637181294579830;11735;75
fenetre;1637181294579833;11738;76
fenetre;1637181294579837;11741;77
fenetre;1637181294579840;11744;78
fenetre;1637181294579844;11749;79
fenetre;1637181294579848;11752;80
fenetre;1637181294579853;11757;81
fenetre;1637181294579856;11761;82
fenetre;1637181294579886;11769;83
fenetre;1637181294579915;11782;84
fenetre;1637181294579939;11791;85
fenetre;1637181294579971;11802;86
fenetre;1637181294580000;11811;87
fenetre;1637181294580020;11819;88
fenetre;1637181294580048;11827;89
fenetre;1637181294580103;11846;90
fenetre;1637181294580129;11857;91
fenetre;1637181294580148;11866;92
fenetre;1637181294580199;11879;93
fenetre;1637181294580258;11895;94
fenetre;1637181294580298;11909;95
fenetre;1637181294580357;11922;96
fenetre;1637181294580386;11934;97
fenetre;1637181294580415;11943;98
fenetre;1637181294580446;11951;99
fenetre;1637181294580475;11960;100
fenetre;1637181294580500;11970;101
fenetre;1637181294580530;11978;102
fenetre;1637181294580559;11986;103
fenetre;1637181294580603;12002;104
fenetre;1637181294580628;12017;105
fenetre;1637181294580655;12029;106
fenetre;1637181294580702;12042;107
fenetre;1637181294580708;12048;108
fenetre;1637181294580736;12058;109
fenetre;1637181294580776;12071;110
fenetre;1637181294580801;12078;111
fenetre;1637181294580836;12088;112
fenetre;1637181294580861;12096;113
fenetre;1637181294580896;12105;114
fenetre;1637181294580925;12113;115
fenetre;1637181294580949;12121;116
fenetre;1637181294580977;12130;117
fenetre;1637181294581003;12141;118
fenetre;1637181294581031;12149;119
fenetre;1637181294581065;12164;120
fenetre;1637181294581087;12174;121
fenetre;1637181294581110;12181;122
fenetre;1637181294581139;12190;123
fenetre;1637181294581165;12200;124
fenetre;1637181294581194;12207;125
fenetre;1637181294581219;12216;126
fenetre;1637181294581247;12223;127
fenetre;1637181294581272;12232;128
fenetre;1637181294581302;12240;129
fenetre;1637181294581325;12248;130
fenetre;1637181294581354;12257;131
fenetre;1637181294581380;12265;132
fenetre;1637181294581413;12273;133
fenetre;1637181294581431;12281;134
fenetre;1637181294581444;12289;135
ecn;1637181294581459;12295;0
fenetre;1637181294582239;13074;121
timeout;1637181295583316;13093;0
fenetre;1637181295584059;13836;60
fenetre;1637181295584074;13850;61
fenetre;1637181295584081;13857;62
fenetre;1637181295584088;13863;63
fenetre;1637181295584094;13870;64
fenetre;1637181295584100;13876;65
fenetre;1637181295584106;13882;66
fenetre;1637181295584112;13888;67
fenetre;1637181295584177;13916;68
fenetre;1637181295584191;13931;69
fenetre;1637181295584246;13959;70
fenetre;1637181295584280;13983;71
fenetre;1637181295584311;14001;72
fenetre;1637181295584380;14029;73
fenetre;1637181295584422;14051;74
fenetre;1637181295584475;14082;75
fenetre;1637181295584489;14097;76
fenetre;1637181295584601;14123;77
fenetre;1637181295584617;14140;78
fenetre;1637181295584625;14147;79
fenetre;1637181295584679;14164;80
fenetre;1637181295584735;14193;81
fenetre;1637181295584776;14224;82
fenetre;1637181295584837;14256;83
fenetre;1637181295584850;14269;84
fenetre;1637181295584911;14294;85
fenetre;1637181295584944;14318;86
fenetre;1637181295584982;14341;87
fenetre;1637181295585037;14369;88
fenetre;1637181295585128;14401;89
fenetre;1637181295585142;14416;90
fenetre;1637181295585189;14440;91
fenetre;1637181295585227;14462;92
fenetre;1637181295585252;14482;93
fenetre;1637181295585290;14505;94
fenetre;1637181295585335;14528;95
fenetre;1637181295585385;14561;96
fenetre;1637181295585427;14585;97
fenetre;1637181295585479;14615;98
fenetre;1637181295585553;14688;99
fenetre;1637181295585562;14697;100
fenetre;1637181295585622;14723;101
fenetre;1637181295585658;14753;102
fenetre;1637181295585694;14770;103
fenetre;1637181295585797;14817;104
fenetre;1637181295585808;14828;105
fenetre;1637181295585845;14840;106
fenetre;1637181295585880;14853;107
fenetre;1637181295585915;14863;108
fenetre;1637181295585953;14875;109
fenetre;1637181295585987;14885;110
fenetre;1637181295586028;14899;111
fenetre;1637181295586062;14912;112
fenetre;1637181295586098;14924;113
fenetre;1637181295586137;14936;114
fenetre;1637181295586173;14949;115
fenetre;1637181295586206;14959;116
fenetre;1637181295586232;14971;117
fenetre;1637181295586251;14981;118
fenetre;1637181295586271;14991;119
fenetre;1637181295587373;16081;120
fenetre;1637181295587381;16089;121
fenetre;1637181295587387;16095;122
fenetre;1637181295587391;16100;123
fenetre;1637181295587396;16104;124
fenetre;1637181295587401;16109;125
fenetre;1637181295587406;16114;126
fenetre;1637181295587411;16119;127
fenetre;1637181295587415;16123;128
fenetre;1637181295587422;16130;129
fenetre;1637181295587427;16135;130
fenetre;1637181295587432;16140;131
fenetre;1637181295587437;16145;132
fenetre;1637181295587441;16150;133
fenetre;1637181295587446;16155;134
fenetre;1637181295587451;16160;135
fenetre;1637181295587460;16168;136
fenetre;1637181295587466;16174;137
fenetre;1637181295587472;16180;138
fenetre;1637181295587477;16185;139
fenetre;1637181295587482;16191;140
fenetre;1637181295587490;16197;141
fenetre;1637181295587494;16203;142
fenetre;1637181295587499;16208;143
fenetre;1637181295587504;16212;144
fenetre;1637181295587509;16217;145
fenetre;1637181295587514;16222;146
fenetre;1637181295587549;16249;147
fenetre;1637181295587556;16256;148
fenetre;1637181295587592;16277;149
fenetre;1637181295587623;16297;150
fenetre;1637181295587661;16315;151
fenetre;1637181295587692;16335;152
fenetre;1637181295587727;16355;153
fenetre;1637181295587766;16366;154
fenetre;1637181295587820;16379;155
fenetre;1637181295587839;16391;156
fenetre;1637181295587904;16402;157
fenetre;1637181295587956;16425;158
fenetre;1637181295588012;16452;159
fenetre;1637181295588026;16465;160
ecn;1637181295588083;16479;0
fenetre;1637181295589468;17846;144
fenetre;1637181295589478;17856;145
fenetre;1637181295589483;17861;146
fenetre;1637181295589487;17865;147
fenetre;1637181295589491;17869;148
fenetre;1637181295589496;17873;149
fenetre;1637181295589500;17878;150
timeout;1637181296592674;17890;0
fenetre;1637181296593252;18466;75
fenetre;1637181296593261;18476;76
fenetre;1637181296593265;18479;77
fenetre;1637181296593270;18484;78
fenetre;1637181296593276;18491;79
fenetre;1637181296593280;18495;80
fenetre;1637181296593284;18498;81
fenetre;1637181296593287;18503;82
fenetre;1637181296593291;18506;83
fenetre;1637181296593295;18510;84
fenetre;1637181296593299;18514;85
fenetre;1637181296593303;18517;86
fenetre;1637181296593336;18535;87
fenetre;1637181296593344;18543;88
fenetre;1637181296593366;18555;89
fenetre;1637181296593392;18572;90
fenetre;1637181296593418;18585;91
fenetre;1637181296593447;18596;92
fenetre;1637181296593501;18615;93
fenetre;1637181296593509;18624;94
fenetre;1637181296593533;18637;95
fenetre;1637181296593560;18649;96
fenetre;1637181296593593;18665;97
fenetre;1637181296593620;18679;98
fenetre;1637181296593642;18688;99
fenetre;1637181296593672;18703;100
fenetre;1637181296593712;18722;101
fenetre;1637181296593755;18742;102
fenetre;1637181296593763;18749;103
fenetre;1637181296593805;18763;104
fenetre;1637181296593871;18781;105
fenetre;1637181296593893;18793;106
fenetre;1637181296593962;18808;107
fenetre;1637181296593972;18818;108
fenetre;1637181296593977;18822;109
fenetre;1637181296594008;18832;110
fenetre;1637181296594053;18843;111
fenetre;1637181296594069;18851;112
fenetre;1637181296594110;18867;113
fenetre;1637181296594135;18882;114
fenetre;1637181296594153;18894;115
fenetre;1637181296594188;18903;116
fenetre;1637181296594224;18914;117
fenetre;1637181296594242;18923;118
fenetre;1637181296594276;18932;119
fenetre;1637181296594309;18942;120
fenetre;1637181296594343;18956;121
fenetre;1637181296594401;19015;122
fenetre;1637181296594406;19019;123
fenetre;1637181296594421;19029;124
fenetre;1637181296594455;19044;125
fenetre;1637181296594489;19062;126
fenetre;1637181296594511;19073;127
fenetre;1637181296594543;19086;128
fenetre;1637181296594578;19102;129
fenetre;1637181296594590;19114;130
fenetre;1637181296594631;19129;131
fenetre;1637181296594659;19140;132
fenetre;1637181296594679;19148;133
fenetre;1637181296594724;19158;134
fenetre;1637181296594742;19169;135
fenetre;1637181296594775;19178;136
fenetre;1637181296594803;19187;137
fenetre;1637181296594836;19200;138
fenetre;1637181296594866;19214;139
fenetre;1637181296594899;19230;140
fenetre;1637181296594919;19240;141
fenetre;1637181296594949;19251;142
fenetre;1637181296594981;19261;143
fenetre;1637181296595015;19277;144
fenetre;1637181296595055;19290;145
fenetre;1637181296595062;19296;146
fenetre;1637181296595104;19309;147
fenetre;1637181296595112;19317;148
fenetre;1637181296595141;19331;149
fenetre;1637181296596260;20405;150
fenetre;1637181296596268;20413;151
fenetre;1637181296596272;20416;152
fenetre;1637181296596276;20421;153
fenetre;1637181296596280;20424;154
fenetre;1637181296596284;20428;155
fenetre;1637181296596287;20432;156
fenetre;1637181296596291;20435;157
fenetre;1637181296596295;20439;158
fenetre;1637181296596298;20443;159
fenetre;1637181296596302;20446;160
fenetre;1637181296596306;20450;161
fenetre;1637181296596310;20454;162
fenetre;1637181296596314;20458;163
fenetre;1637181296596318;20461;164
fenetre;1637181296596321;20466;165
fenetre;1637181296596325;20470;166
fenetre;1637181296596329;20473;167
fenetre;1637181296596333;20477;168
fenetre;1637181296596337;20481;169
fenetre;1637181296596341;20485;170
fenetre;1637181296596345;20489;171
fenetre;1637181296596348;20492;172
fenetre;1637181296596352;20497;173
fenetre;1637181296596356;20500;174
fenetre;1637181296596359;20503;175
ecn;1637181296596363;20508;0
fenetre;1637181296597420;21564;157
fenetre;1637181296598070;21579;158
fenetre;1637181296598091;21599;159
fenetre;1637181296598114;21612;160
fenetre;1637181296598138;21623;161
timeout;1637181297603195;21651;0
fenetre;1637181297604638;23080;80
fenetre;1637181297604656;23099;81
fenetre;1637181297604664;23107;82
fenetre;1637181297604671;23114;83
fenetre;1637181297604678;23120;84
fenetre;1637181297604683;23126;85
fenetre;1637181297604691;23134;86
fenetre;1637181297604697;23140;87
fenetre;1637181297604704;23146;88
fenetre;1637181297604710;23152;89
fenetre;1637181297604716;23158;90
fenetre;1637181297604722;23164;91
fenetre;1637181297604728;23171;92
fenetre;1637181297604734;23177;93
fenetre;1637181297604740;23183;94
fenetre;1637181297604746;23189;95
fenetre;1637181297604770;23207;96
fenetre;1637181297604843;23235;97
fenetre;1637181297604857;23248;98
fenetre;1637181297604911;23262;99
fenetre;1637181297604966;23290;100
fenetre;1637181297604997;23316;101
fenetre;1637181297605039;23330;102
fenetre;1637181297605084;23358;103
fenetre;1637181297605139;23389;104
fenetre;1637181297605169;23412;105
fenetre;1637181297605231;23430;106
fenetre;1637181297605269;23458;107
fenetre;1637181297605317;23483;108
fenetre;1637181297605366;23515;109
fenetre;1637181297605401;23535;110
fenetre;1637181297605460;23553;111
fenetre;1637181297605495;23584;112
fenetre;1637181297605534;23603;113
fenetre;1637181297605598;23631;114
fenetre;1637181297605636;23657;115
fenetre;1637181297605689;23685;116
fenetre;1637181297605719;23709;117
fenetre;1637181297605810;23731;118
fenetre;1637181297605821;23742;119
fenetre;1637181297605864;23762;120
fenetre;1637181297605951;23785;121
fenetre;1637181297605964;23798;122
fenetre;1637181297605993;23812;123
fenetre;1637181297606027;23824;124
fenetre;1637181297606087;23849;125
fenetre;1637181297606130;23876;126
fenetre;1637181297606194;23894;127
fenetre;1637181297606217;23909;128
fenetre;1637181297606262;23923;129
fenetre;1637181297606307;23936;130
fenetre;1637181297606392;23963;131
fenetre;1637181297606433;23993;132
fenetre;1637181297606489;24030;133
fenetre;1637181297606523;24053;134
fenetre;1637181297606551;24069;135
fenetre;1637181297606616;24094;136
fenetre;1637181297606710;24183;137
fenetre;1637181297606719;24193;138
fenetre;1637181297606726;24199;139
fenetre;1637181297606802;24213;140
fenetre;1637181297606836;24225;141
fenetre;1637181297606874;24237;142
fenetre;1637181297606912;24250;143
fenetre;1637181297606946;24260;144
fenetre;1637181297606989;24271;145
fenetre;1637181297607028;24283;146
fenetre;1637181297607066;24295;147
fenetre;1637181297607099;24306;148
fenetre;1637181297607144;24321;149
fenetre;1637181297607176;24335;150
fenetre;1637181297607211;24347;151
fenetre;1637181297607249;24359;152
fenetre;1637181297607287;24370;153
fenetre;1637181297607323;24380;154
fenetre;1637181297607359;24390;155
fenetre;1637181297607393;24401;156
fenetre;1637181297607433;24413;157
fenetre;1637181297607456;24424;158
fenetre;1637181297607476;24433;159
fenetre;1637181297608923;25865;160
fenetre;1637181297608935;25876;161
fenetre;1637181297608941;25882;162
fenetre;1637181297608946;25887;163
fenetre;1637181297608951;25893;164
fenetre;1637181297608956;25898;165
fenetre;1637181297608961;25901;166
fenetre;1637181297608966;25907;167
fenetre;1637181297608971;25912;168
fenetre;1637181297608976;25917;169
fenetre;1637181297608981;25922;170
fenetre;1637181297608985;25926;171
fenetre;1637181297608991;25932;172
fenetre;1637181297608996;25937;173
fenetre;1637181297609000;25942;174
fenetre;1637181297609005;25946;175
fenetre;1637181297609010;25951;176
fenetre;1637181297609015;25956;177
fenetre;1637181297609020;25961;178
fenetre;1637181297609024;25965;179
fenetre;1637181297609029;25970;180
ecn;1637181297609034;25975;0
fenetre;1637181297610416;27357;162
fenetre;1637181297611213;27374;163
fenetre;1637181297611239;27389;164
fenetre;1637181297611267;27401;165
timeout;1637181298613186;27412;0
fenetre;1637181298613733;27959;82
timeout;1637181299618574;27988;0
fenetre;1637181299619405;28818;41
fenetre;1637181299619435;28848;42
fenetre;1637181299619446;28859;43
fenetre;1637181299619458;28870;44
fenetre;1637181299619469;28882;45
fenetre;1637181299619481;28894;46
fenetre;1637181299619549;28927;47
fenetre;1637181299619641;28982;48
fenetre;1637181299619736;29023;49
fenetre;1637181299619850;29083;50
fenetre;1637181299619862;29095;51
fenetre;1637181299619900;29113;52
fenetre;1637181299619941;29136;53
fenetre;1637181299620011;29163;54
fenetre;1637181299620045;29183;55
fenetre;1637181299620075;29203;56
fenetre;1637181299620114;29222;57
fenetre;1637181299620156;29236;58
fenetre;1637181299620207;29254;59
fenetre;1637181299620247;29272;60
fenetre;1637181299620334;29300;61
fenetre;1637181299620348;29314;62
fenetre;1637181299620397;29338;63
fenetre;1637181299620446;29374;64
fenetre;1637181299620496;29407;65
fenetre;1637181299620541;29432;66
fenetre;1637181299620554;29446;67
fenetre;1637181299620623;29464;68
fenetre;1637181299620667;29492;69
fenetre;1637181299620682;29507;70
fenetre;1637181299620738;29524;71
fenetre;1637181299620780;29543;72
fenetre;1637181299620839;29566;73
fenetre;1637181299620899;29598;74
fenetre;1637181299620913;29612;75
fenetre;1637181299620966;29637;76
fenetre;1637181299620993;29659;77
fenetre;1637181299621043;29677;78
fenetre;1637181299621082;29697;79
fenetre;1637181299621132;29723;80
fenetre;1637181299621146;29736;81
fenetre;1637181299622137;30719;82
fenetre;1637181299622154;30736;83
fenetre;1637181299622162;30743;84
fenetre;1637181299622168;30750;85
fenetre;1637181299622174;30756;86
fenetre;1637181299622181;30762;87
fenetre;1637181299622187;30768;88
fenetre;1637181299622193;30774;89
fenetre;1637181299622201;30782;90
fenetre;1637181299622207;30788;91
fenetre;1637181299622213;30794;92
fenetre;1637181299622219;30801;93
fenetre;1637181299622226;30807;94
fenetre;1637181299622232;30813;95
fenetre;1637181299622243;30823;96
fenetre;1637181299622252;30834;97
