type;temps;clock;fen
debut;1637177528402993;1867;0
fenetre;1637177528403710;1977;1
fenetre;1637177528403842;2005;2
fenetre;1637177528403947;2018;3
fenetre;1637177528404004;2055;4
fenetre;1637177528404119;2068;5
fenetre;1637177528404137;2084;6
fenetre;1637177528404145;2092;7
fenetre;1637177528404220;2151;8
fenetre;1637177528404294;2166;9
fenetre;1637177528404318;2180;10
fenetre;1637177528404339;2189;11
fenetre;1637177528404369;2201;12
fenetre;1637177528404393;2210;13
fenetre;1637177528404406;2219;14
fenetre;1637177528404421;2226;15
fenetre;1637177528404533;2331;16
fenetre;1637177528404590;2346;17
fenetre;1637177528404613;2359;18
fenetre;1637177528404640;2371;19
fenetre;1637177528404669;2381;20
fenetre;1637177528404700;2390;21
fenetre;1637177528404724;2399;22
fenetre;1637177528404752;2408;23
fenetre;1637177528404777;2418;24
fenetre;1637177528404810;2426;25
fenetre;1637177528404831;2436;26
fenetre;1637177528404856;2445;27
fenetre;1637177528404887;2456;28
fenetre;1637177528404902;2466;29
fenetre;1637177528404916;2475;30
fenetre;1637177528404931;2482;31
fenetre;1637177528405165;2703;32
fenetre;1637177528405172;2710;33
fenetre;1637177528405176;2714;34
fenetre;1637177528405179;2717;35
fenetre;1637177528405183;2721;36
fenetre;1637177528405201;2731;37
fenetre;1637177528405227;2744;38
fenetre;1637177528405252;2754;39
fenetre;1637177528405274;2762;40
fenetre;1637177528405301;2770;41
fenetre;1637177528405329;2777;42
fenetre;1637177528405369;2794;43
fenetre;1637177528405390;2808;44
fenetre;1637177528405417;2820;45
fenetre;1637177528405434;2829;46
fenetre;1637177528405463;2837;47
fenetre;1637177528405489;2847;48
fenetre;1637177528405513;2855;49
fenetre;1637177528405547;2864;50
fenetre;1637177528405570;2875;51
fenetre;1637177528405592;2884;52
fenetre;1637177528405624;2897;53
fenetre;1637177528405658;2908;54
fenetre;1637177528405699;2917;55
fenetre;1637177528405727;2926;56
fenetre;1637177528405762;2938;57
fenetre;1637177528405801;2959;58
fenetre;1637177528405817;2972;59
fenetre;1637177528405857;2989;60
fenetre;1637177528405886;3005;61
fenetre;1637177528405897;3015;62
fenetre;1637177528405911;3023;63
fenetre;1637177528406378;3480;64
fenetre;1637177528406385;3486;65
fenetre;1637177528406391;3491;66
fenetre;1637177528406395;3496;67
fenetre;1637177528406398;3500;68
fenetre;1637177528406402;3503;69
fenetre;1637177528406405;3506;70
fenetre;1637177528406409;3510;71
fenetre;1637177528406412;3514;72
fenetre;1637177528406416;3517;73
fenetre;1637177528406422;3523;74
fenetre;1637177528406425;3527;75
fenetre;1637177528406429;3531;76
fenetre;1637177528406432;3534;77
fenetre;1637177528406473;3554;78
fenetre;1637177528406481;3562;79
fenetre;1637177528406507;3571;80
fenetre;1637177528406530;3579;81
fenetre;1637177528406560;3589;82
fenetre;1637177528406587;3602;83
fenetre;1637177528406610;3612;84
fenetre;1637177528406633;3620;85
fenetre;1637177528406664;3629;86
fenetre;1637177528406691;3641;87
fenetre;1637177528406720;3654;88
fenetre;1637177528406741;3664;89
fenetre;1637177528406770;3674;90
fenetre;1637177528406795;3685;91
fenetre;1637177528406820;3696;92
fenetre;1637177528406849;3708;93
fenetre;1637177528406880;3723;94
fenetre;1637177528406905;3737;95
fenetre;1637177528406930;3756;96
fenetre;1637177528406948;3767;97
fenetre;1637177528406975;3776;98
fenetre;1637177528406998;3784;99
fenetre;1637177528407025;3793;100
fenetre;1637177528407051;3801;101
fenetre;1637177528407079;3809;102
fenetre;1637177528407117;3826;103
fenetre;1637177528407140;3838;104
fenetre;1637177528407165;3849;105
fenetre;1637177528407183;3860;106
fenetre;1637177528407208;3867;107
fenetre;1637177528407239;3877;108
fenetre;1637177528407265;3887;109
fenetre;1637177528407287;3896;110
fenetre;1637177528407311;3903;111
fenetre;1637177528407340;3911;112
fenetre;1637177528407367;3918;113
fenetre;1637177528407396;3926;114
fenetre;1637177528407424;3939;115
fenetre;1637177528407448;3948;116
fenetre;1637177528407470;3955;117
fenetre;1637177528407495;3962;118
fenetre;1637177528407522;3969;119
fenetre;1637177528407555;3979;120
fenetre;1637177528407579;3988;121
fenetre;1637177528407602;3997;122
fenetre;1637177528407625;4003;123
fenetre;1637177528407685;4064;124
fenetre;1637177528407690;4068;125
fenetre;1637177528407693;4071;126
fenetre;1637177528407720;4089;127
fenetre;1637177528408591;4959;128
fenetre;1637177528408597;4965;129
fenetre;1637177528408600;4968;130
fenetre;1637177528408604;4972;131
fenetre;1637177528408608;4976;132
fenetre;1637177528408611;4979;133
fenetre;1637177528408615;4983;134
fenetre;1637177528408618;4986;135
fenetre;1637177528408624;4993;136
fenetre;1637177528408628;4996;137
fenetre;1637177528408631;4999;138
fenetre;1637177528408635;5003;139
fenetre;1637177528408638;5007;140
fenetre;1637177528408642;5010;141
fenetre;1637177528408646;5015;142
fenetre;1637177528408650;5018;143
fenetre;1637177528408653;5021;144
fenetre;1637177528408657;5025;145
fenetre;1637177528408660;5029;146
fenetre;1637177528408664;5032;147
fenetre;1637177528408669;5037;148
fenetre;1637177528408673;5040;149
fenetre;1637177528408676;5045;150
fenetre;1637177528408680;5048;151
fenetre;1637177528408683;5051;152
fenetre;1637177528408687;5055;153
fenetre;1637177528408691;5059;154
fenetre;1637177528408695;5063;155
fenetre;1637177528408699;5067;156
fenetre;1637177528408702;5070;157
fenetre;1637177528408706;5074;158
fenetre;1637177528408729;5081;159
fenetre;1637177528408758;5091;160
fenetre;1637177528408788;5100;161
fenetre;1637177528408821;5109;162
fenetre;1637177528408839;5117;163
fenetre;1637177528408867;5125;164
fenetre;1637177528408907;5137;165
fenetre;1637177528408926;5149;166
fenetre;1637177528408950;5156;167
fenetre;1637177528408980;5170;168
fenetre;1637177528409012;5181;169
fenetre;1637177528409035;5196;170
fenetre;1637177528409064;5208;171
fenetre;1637177528409090;5222;172
fenetre;1637177528409103;5233;173
fenetre;1637177528409152;5251;174
fenetre;1637177528409170;5268;175
fenetre;1637177528409189;5278;176
fenetre;1637177528409226;5294;177
fenetre;1637177528409245;5305;178
fenetre;1637177528409275;5314;179
fenetre;1637177528409300;5327;180
fenetre;1637177528409321;5343;181
fenetre;1637177528409347;5355;182
fenetre;1637177528409374;5369;183
fenetre;1637177528409397;5381;184
fenetre;1637177528409432;5391;185
fenetre;1637177528409451;5398;186
fenetre;1637177528409482;5407;187
fenetre;1637177528409508;5423;188
fenetre;1637177528409537;5436;189
fenetre;1637177528409559;5450;190
fenetre;1637177528409588;5464;191
fenetre;1637177528409608;5477;192
fenetre;1637177528409638;5490;193
fenetre;1637177528409662;5501;194
fenetre;1637177528409688;5515;195
fenetre;1637177528409712;5527;196
fenetre;1637177528409737;5535;197
fenetre;1637177528409774;5546;198
fenetre;1637177528409804;5562;199
fenetre;1637177528409822;5574;200
