type;temps;clock;fen
debut;1637177299897790;1653;0
fenetre;1637177299898664;1763;1
fenetre;1637177299898856;1796;2
fenetre;1637177299898964;1813;3
fenetre;1637177299899010;1859;4
fenetre;1637177299899192;1878;5
fenetre;1637177299899201;1887;6
fenetre;1637177299899235;1898;7
fenetre;1637177299899302;1956;8
fenetre;1637177299899439;1966;9
fenetre;1637177299899458;1974;10
fenetre;1637177299899493;1983;11
fenetre;1637177299899516;1992;12
fenetre;1637177299899551;2003;13
fenetre;1637177299899584;2021;14
fenetre;1637177299899593;2030;15
fenetre;1637177299899709;2139;16
fenetre;1637177299899790;2152;17
fenetre;1637177299899827;2162;18
fenetre;1637177299899847;2170;19
fenetre;1637177299899878;2179;20
fenetre;1637177299899908;2190;21
fenetre;1637177299899944;2202;22
fenetre;1637177299899967;2212;23
fenetre;1637177299899992;2221;24
fenetre;1637177299900023;2232;25
fenetre;1637177299900060;2247;26
fenetre;1637177299900084;2259;27
fenetre;1637177299900100;2269;28
fenetre;1637177299900116;2278;29
fenetre;1637177299900132;2286;30
fenetre;1637177299900149;2294;31
fenetre;1637177299900382;2517;32
fenetre;1637177299900389;2523;33
fenetre;1637177299900393;2527;34
fenetre;1637177299900397;2531;35
fenetre;1637177299900408;2539;36
fenetre;1637177299900437;2548;37
fenetre;1637177299900465;2557;38
fenetre;1637177299900496;2568;39
fenetre;1637177299900527;2581;40
fenetre;1637177299900554;2590;41
fenetre;1637177299900587;2599;42
fenetre;1637177299900613;2609;43
fenetre;1637177299900644;2618;44
fenetre;1637177299900671;2626;45
fenetre;1637177299900701;2635;46
fenetre;1637177299900730;2644;47
fenetre;1637177299900761;2652;48
fenetre;1637177299900790;2661;49
fenetre;1637177299900820;2668;50
fenetre;1637177299900865;2675;51
fenetre;1637177299900894;2683;52
fenetre;1637177299900921;2692;53
fenetre;1637177299900953;2701;54
fenetre;1637177299900980;2709;55
fenetre;1637177299901020;2719;56
fenetre;1637177299901042;2733;57
fenetre;1637177299901068;2744;58
fenetre;1637177299901096;2751;59
fenetre;1637177299901126;2761;60
fenetre;1637177299901151;2770;61
fenetre;1637177299901170;2782;62
fenetre;1637177299901185;2789;63
fenetre;1637177299901643;3238;64
fenetre;1637177299901650;3245;65
fenetre;1637177299901654;3248;66
fenetre;1637177299901658;3253;67
fenetre;1637177299901662;3256;68
fenetre;1637177299901665;3260;69
fenetre;1637177299901671;3265;70
fenetre;1637177299901674;3269;71
fenetre;1637177299901678;3272;72
fenetre;1637177299901682;3276;73
fenetre;1637177299901686;3280;74
fenetre;1637177299901690;3284;75
fenetre;1637177299901694;3288;76
fenetre;1637177299901712;3298;77
fenetre;1637177299901735;3308;78
fenetre;1637177299901766;3317;79
fenetre;1637177299901795;3325;80
fenetre;1637177299901825;3333;81
fenetre;1637177299901859;3343;82
fenetre;1637177299901885;3354;83
fenetre;1637177299901915;3364;84
fenetre;1637177299901944;3373;85
fenetre;1637177299901971;3382;86
fenetre;1637177299902000;3391;87
fenetre;1637177299902027;3399;88
