type;temps;clock;fen
debut;1637180961351203;1804;0
fenetre;1637180961352093;1923;1
fenetre;1637180961352271;1965;2
fenetre;1637180961352492;1985;3
fenetre;1637180961352535;2028;4
fenetre;1637180961352667;2045;5
fenetre;1637180961352676;2054;6
fenetre;1637180961352745;2064;7
fenetre;1637180961352805;2124;8
fenetre;1637180961352900;2133;9
fenetre;1637180961352938;2149;10
fenetre;1637180961352963;2163;11
fenetre;1637180961352988;2173;12
fenetre;1637180961353016;2181;13
fenetre;1637180961353059;2199;14
fenetre;1637180961353068;2208;15
fenetre;1637180961353190;2323;16
fenetre;1637180961353221;2335;17
fenetre;1637180961353248;2345;18
fenetre;1637180961353280;2354;19
fenetre;1637180961353306;2363;20
fenetre;1637180961353340;2375;21
fenetre;1637180961353363;2387;22
fenetre;1637180961353391;2395;23
fenetre;1637180961353420;2404;24
fenetre;1637180961353446;2413;25
fenetre;1637180961353476;2421;26
fenetre;1637180961353505;2430;27
fenetre;1637180961353531;2438;28
fenetre;1637180961353561;2446;29
fenetre;1637180961353579;2455;30
fenetre;1637180961353594;2463;31
fenetre;1637180961353833;2693;32
fenetre;1637180961353840;2699;33
fenetre;1637180961353846;2706;34
fenetre;1637180961353850;2709;35
fenetre;1637180961353854;2714;36
fenetre;1637180961353858;2717;37
fenetre;1637180961353882;2724;38
fenetre;1637180961353911;2734;39
fenetre;1637180961353940;2744;40
fenetre;1637180961353966;2752;41
fenetre;1637180961353998;2762;42
fenetre;1637180961354025;2771;43
fenetre;1637180961354051;2780;44
fenetre;1637180961354082;2788;45
fenetre;1637180961354109;2796;46
fenetre;1637180961354139;2805;47
fenetre;1637180961354166;2813;48
fenetre;1637180961354196;2822;49
fenetre;1637180961354225;2829;50
fenetre;1637180961354254;2837;51
fenetre;1637180961354282;2846;52
fenetre;1637180961354313;2855;53
fenetre;1637180961354339;2863;54
fenetre;1637180961354370;2872;55
fenetre;1637180961354397;2880;56
fenetre;1637180961354426;2888;57
fenetre;1637180961354456;2896;58
fenetre;1637180961354484;2903;59
fenetre;1637180961354513;2912;60
fenetre;1637180961354541;2921;61
fenetre;1637180961354574;2934;62
fenetre;1637180961354592;2942;63
fenetre;1637180961355087;3430;64
fenetre;1637180961355094;3437;65
fenetre;1637180961355098;3441;66
fenetre;1637180961355102;3444;67
fenetre;1637180961355105;3449;68
fenetre;1637180961355109;3452;69
fenetre;1637180961355113;3456;70
fenetre;1637180961355118;3461;71
fenetre;1637180961355121;3464;72
fenetre;1637180961355125;3468;73
fenetre;1637180961355128;3471;74
fenetre;1637180961355132;3475;75
fenetre;1637180961355136;3479;76
fenetre;1637180961355139;3482;77
fenetre;1637180961355144;3488;78
fenetre;1637180961355148;3492;79
fenetre;1637180961355180;3500;80
fenetre;1637180961355207;3510;81
fenetre;1637180961355233;3520;82
fenetre;1637180961355262;3528;83
fenetre;1637180961355297;3538;84
fenetre;1637180961355321;3546;85
fenetre;1637180961355352;3555;86
fenetre;1637180961355377;3563;87
fenetre;1637180961355411;3571;88
fenetre;1637180961355435;3582;89
fenetre;1637180961355461;3595;90
fenetre;1637180961355488;3602;91
fenetre;1637180961355522;3611;92
fenetre;1637180961355557;3628;93
fenetre;1637180961355575;3641;94
fenetre;1637180961355634;3663;95
fenetre;1637180961355649;3675;96
fenetre;1637180961355671;3688;97
fenetre;1637180961355714;3705;98
fenetre;1637180961355734;3717;99
fenetre;1637180961355767;3728;100
fenetre;1637180961355792;3737;101
fenetre;1637180961355821;3748;102
fenetre;1637180961355851;3757;103
fenetre;1637180961355877;3765;104
fenetre;1637180961355906;3774;105
fenetre;1637180961355933;3782;106
fenetre;1637180961355959;3791;107
fenetre;1637180961355989;3799;108
fenetre;1637180961356018;3808;109
fenetre;1637180961356051;3817;110
fenetre;1637180961356077;3826;111
fenetre;1637180961356118;3837;112
fenetre;1637180961356126;3845;113
fenetre;1637180961356157;3854;114
fenetre;1637180961356183;3864;115
fenetre;1637180961356213;3872;116
fenetre;1637180961356243;3883;117
fenetre;1637180961356268;3892;118
fenetre;1637180961356297;3902;119
fenetre;1637180961356325;3910;120
fenetre;1637180961356351;3918;121
fenetre;1637180961356380;3927;122
fenetre;1637180961356407;3935;123
fenetre;1637180961356450;3979;124
fenetre;1637180961356462;3986;125
fenetre;1637180961356492;3995;126
fenetre;1637180961356508;4002;127
fenetre;1637180961357411;4898;128
fenetre;1637180961357418;4904;129
fenetre;1637180961357422;4909;130
fenetre;1637180961357426;4912;131
fenetre;1637180961357430;4916;132
fenetre;1637180961357434;4921;133
fenetre;1637180961357438;4924;134
fenetre;1637180961357441;4927;135
fenetre;1637180961357445;4931;136
fenetre;1637180961357449;4935;137
fenetre;1637180961357452;4938;138
fenetre;1637180961357456;4942;139
fenetre;1637180961357461;4947;140
fenetre;1637180961357465;4951;141
fenetre;1637180961357468;4954;142
fenetre;1637180961357472;4959;143
fenetre;1637180961357476;4962;144
fenetre;1637180961357480;4966;145
fenetre;1637180961357483;4970;146
fenetre;1637180961357489;4975;147
fenetre;1637180961357493;4979;148
fenetre;1637180961357497;4982;149
fenetre;1637180961357500;4986;150
fenetre;1637180961357504;4990;151
fenetre;1637180961357508;4993;152
fenetre;1637180961357511;4998;153
fenetre;1637180961357517;5003;154
fenetre;1637180961357520;5006;155
fenetre;1637180961357524;5010;156
fenetre;1637180961357528;5014;157
